date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2018-12-15,Central Region,Nkhotakota,Nkhotakota,-12.916667,34.3,cereals and tubers,Maize,KG,aggregate,Retail,MWK,150.73,0.1468
2018-12-15,Central Region,Ntcheu,Chimbiya,-15.08,34.58,cereals and tubers,Maize,KG,aggregate,Retail,MWK,147.9,0.144
2018-12-15,Central Region,Ntcheu,Golomoti,-14.425826072692871,34.59315872192383,cereals and tubers,Maize,KG,aggregate,Retail,MWK,162.26,0.158
2018-12-15,Central Region,Ntcheu,Kambilonje,-14.999959945678711,34.67369079589844,cereals and tubers,Maize,KG,aggregate,Retail,MWK,133.71,0.1302
2018-12-15,Central Region,Ntcheu,Ntcheu,-14.816667,34.633333,cereals and tubers,Rice,KG,actual,Retail,MWK,700.0,0.6817
2018-12-15,Central Region,Ntcheu,Ntcheu,-14.816667,34.633333,pulses and nuts,Beans,KG,actual,Retail,MWK,495.22,0.4822
2018-12-15,Central Region,Ntcheu,Ntcheu,-14.816667,34.633333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,620.0,0.6038
2018-12-15,Central Region,Ntchisi,Kamsonga,-13.280360221862793,33.7965202331543,cereals and tubers,Maize,KG,aggregate,Retail,MWK,150.97,0.147
2018-12-15,Central Region,Ntchisi,Khuwi,-13.4329395294189,33.8300018310547,cereals and tubers,Maize,KG,aggregate,Retail,MWK,146.77,0.1429
2018-12-15,Central Region,Ntchisi,Malomo,-13.15,33.833333,cereals and tubers,Maize,KG,aggregate,Retail,MWK,138.39,0.1348
2018-12-15,Central Region,Ntchisi,Nsundwe,-13.383333,33.95,cereals and tubers,Maize,KG,aggregate,Retail,MWK,153.39,0.1494
2018-12-15,Central Region,Ntchisi,Ntchisi,-13.366669654846191,33.91835021972656,cereals and tubers,Maize,KG,aggregate,Retail,MWK,139.35,0.1357
2018-12-15,Central Region,Salima,Kamuzu Road,-13.770939826965332,34.4400634765625,cereals and tubers,Maize,KG,aggregate,Retail,MWK,167.9,0.1635
2018-12-15,Central Region,Salima,Salima,-13.783333,34.433333,cereals and tubers,Maize,KG,actual,Retail,MWK,165.37,0.161
2018-12-15,Central Region,Salima,Salima,-13.783333,34.433333,cereals and tubers,Rice,KG,actual,Retail,MWK,635.26,0.6186
2018-12-15,Central Region,Salima,Salima,-13.783333,34.433333,pulses and nuts,Beans,KG,actual,Retail,MWK,725.0,0.706
2018-12-15,Central Region,Salima,Salima,-13.783333,34.433333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,646.23,0.6293
2018-12-15,Central Region,Salima,Thavite,-13.497777938842773,34.26166534423828,cereals and tubers,Maize,KG,aggregate,Retail,MWK,159.68,0.1555
2018-12-15,Northern Region,Chitipa,Chitipa,-9.716667,33.266667,cereals and tubers,Maize,KG,aggregate,Retail,MWK,105.32,0.1026
2018-12-15,Northern Region,Chitipa,Kameme,-9.570322036743164,33.09151840209961,cereals and tubers,Maize,KG,aggregate,Retail,MWK,102.0,0.0993
2018-12-15,Northern Region,Chitipa,Nthalire,-10.35,33.65,cereals and tubers,Maize,KG,aggregate,Retail,MWK,112.82,0.1099
2018-12-15,Northern Region,Karonga,Karonga,-9.933333,33.933333,cereals and tubers,Rice,KG,actual,Retail,MWK,694.45,0.6763
2018-12-15,Northern Region,Karonga,Karonga,-9.933333,33.933333,pulses and nuts,Beans,KG,actual,Retail,MWK,691.89,0.6738
2018-12-15,Northern Region,Karonga,Karonga,-9.933333,33.933333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,745.29,0.7258
2018-12-15,Northern Region,Karonga,Uliwa,-10.453280448913574,34.208961486816406,cereals and tubers,Maize,KG,aggregate,Retail,MWK,128.39,0.125
2018-12-15,Northern Region,Mzimba,Embangweni,-12.166667,33.466667,cereals and tubers,Maize,KG,actual,Retail,MWK,124.48,0.1212
2018-12-15,Northern Region,Mzimba,Embangweni,-12.166667,33.466667,cereals and tubers,Rice,KG,actual,Retail,MWK,771.03,0.7508
2018-12-15,Northern Region,Mzimba,Euthin,-11.4509916305542,33.41661071777344,cereals and tubers,Maize,KG,aggregate,Retail,MWK,107.5,0.1047
2018-12-15,Northern Region,Mzimba,Hewe,-11.2,33.466667,pulses and nuts,Beans,KG,actual,Retail,MWK,765.11,0.7451
2018-12-15,Northern Region,Mzimba,Jenda,-12.35,33.55,cereals and tubers,Rice,KG,actual,Retail,MWK,764.37,0.7443
2018-12-15,Northern Region,Mzimba,Jenda,-12.35,33.55,pulses and nuts,Beans,KG,actual,Retail,MWK,653.45,0.6363
2018-12-15,Northern Region,Mzimba,Jenda,-12.35,33.55,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,616.15,0.6
2018-12-15,Northern Region,Mzimba,Mzuzu,-11.45,33.916667,cereals and tubers,Cassava,KG,actual,Retail,MWK,330.81,0.3221
2018-12-15,Northern Region,Mzimba,Mzuzu,-11.45,33.916667,cereals and tubers,Maize,KG,actual,Retail,MWK,138.75,0.1351
2018-12-15,Northern Region,Mzimba,Mzuzu,-11.45,33.916667,cereals and tubers,Rice,KG,actual,Retail,MWK,751.56,0.7319
2018-12-15,Northern Region,Mzimba,Mzuzu,-11.45,33.916667,pulses and nuts,Beans,KG,actual,Retail,MWK,647.94,0.631
2018-12-15,Northern Region,Mzimba,Mzuzu,-11.45,33.916667,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,590.65,0.5752
2018-12-15,Northern Region,Nkhata Bay,Chintheche,-11.833333,34.166667,pulses and nuts,Beans,KG,actual,Retail,MWK,766.49,0.7464
2018-12-15,Northern Region,Nkhata Bay,Nkhata Bay,-11.608197,34.29859,cereals and tubers,Maize,KG,actual,Retail,MWK,136.77,0.1332
2018-12-15,Northern Region,Nkhata Bay,Nkhata Bay,-11.608197,34.29859,cereals and tubers,Rice,KG,actual,Retail,MWK,783.7,0.7632
2018-12-15,Northern Region,Rumphi,Bolero,-10.984586715698242,33.74054718017578,cereals and tubers,Maize,KG,aggregate,Retail,MWK,129.19,0.1258
2018-12-15,Northern Region,Rumphi,Rumphi,-11.016667,33.866667,cereals and tubers,Rice,KG,actual,Retail,MWK,784.96,0.7644
2018-12-15,Northern Region,Rumphi,Rumphi,-11.016667,33.866667,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,568.22,0.5533
2018-12-15,Southern Region,Balaka,Balaka,-14.9893798828125,34.95893096923828,cereals and tubers,Rice,KG,actual,Retail,MWK,750.0,0.7304
2018-12-15,Southern Region,Balaka,Balaka,-14.9893798828125,34.95893096923828,pulses and nuts,Beans,KG,actual,Retail,MWK,1050.0,1.0225
2018-12-15,Southern Region,Balaka,Mbela,-14.874414443969727,35.04693603515625,cereals and tubers,Maize,KG,aggregate,Retail,MWK,167.5,0.1631
2018-12-15,Southern Region,Balaka,Phalula,-15.210165977478027,34.89400100708008,cereals and tubers,Maize,KG,aggregate,Retail,MWK,175.81,0.1712
2018-12-15,Southern Region,Balaka,Ulongwe,-14.862801551818848,35.17704772949219,cereals and tubers,Maize,KG,aggregate,Retail,MWK,186.87,0.182
2018-12-15,Southern Region,Blantyre,Lirangwe,-15.529443740844727,35.029998779296875,cereals and tubers,Maize,KG,aggregate,Retail,MWK,175.97,0.1714
2018-12-15,Southern Region,Blantyre,Lunzu,-15.65,35.05,cereals and tubers,Rice,KG,actual,Retail,MWK,700.33,0.682
2018-12-15,Southern Region,Blantyre,Lunzu,-15.65,35.05,pulses and nuts,Beans,KG,actual,Retail,MWK,793.0,0.7722
2018-12-15,Southern Region,Blantyre,Lunzu,-15.65,35.05,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,598.57,0.5829
2018-12-15,Southern Region,Blantyre City,Bvumbwe,-15.783333,35.0,cereals and tubers,Maize,KG,aggregate,Retail,MWK,169.68,0.1652
2018-12-15,Southern Region,Chikwawa,Dyelatu,-16.042640686035156,34.80131149291992,cereals and tubers,Maize,KG,aggregate,Retail,MWK,159.84,0.1557
2018-12-15,Southern Region,Chikwawa,Nchalo,-16.266667,34.916667,cereals and tubers,Maize,KG,aggregate,Retail,MWK,167.74,0.1633
2018-12-15,Southern Region,Chikwawa,Nkhate,-16.14546012878418,34.958351135253906,cereals and tubers,Maize,KG,aggregate,Retail,MWK,154.11,0.1501
2018-12-15,Southern Region,Chikwawa,Tomali,-16.149999618530273,34.78329849243164,cereals and tubers,Maize,KG,aggregate,Retail,MWK,168.23,0.1638
2018-12-15,Southern Region,Machinga,Chikweo,-14.765999794006348,35.67076873779297,cereals and tubers,Maize,KG,aggregate,Retail,MWK,154.84,0.1508
2018-12-15,Southern Region,Machinga,Liwonde,-14.866667,35.466667,cereals and tubers,Maize,KG,aggregate,Retail,MWK,173.47,0.1689
2018-12-15,Southern Region,Machinga,Mangamba,-14.791366577148438,35.43648147583008,cereals and tubers,Maize,KG,aggregate,Retail,MWK,164.52,0.1602
2018-12-15,Southern Region,Machinga,Mangochi turn off,-15.045720100402832,35.19020080566406,cereals and tubers,Maize,KG,aggregate,Retail,MWK,174.52,0.1699
2018-12-15,Southern Region,Machinga,Mbonechela,-14.889169692993164,35.47861099243164,cereals and tubers,Maize,KG,aggregate,Retail,MWK,164.52,0.1602
2018-12-15,Southern Region,Machinga,Mpita,-14.779999732971191,35.400001525878906,cereals and tubers,Maize,KG,aggregate,Retail,MWK,170.97,0.1665
2018-12-15,Southern Region,Machinga,Nayuchi,-14.975555419921875,35.86750030517578,cereals and tubers,Maize,KG,aggregate,Retail,MWK,159.77,0.1556
2018-12-15,Southern Region,Machinga,Nsanama,-14.994166374206543,35.494720458984375,cereals and tubers,Maize,KG,aggregate,Retail,MWK,173.55,0.169
2018-12-15,Southern Region,Machinga,Nselema,-14.716699600219727,35.54999923706055,cereals and tubers,Maize,KG,aggregate,Retail,MWK,177.5,0.1729
2018-12-15,Southern Region,Mangochi,Makanjira,-13.71722222,35.04861111,cereals and tubers,Maize,KG,aggregate,Retail,MWK,165.48,0.1611
2018-12-15,Southern Region,Mangochi,Mangochi,-14.466667,35.266667,cereals and tubers,Rice,KG,actual,Retail,MWK,694.47,0.6763
2018-12-15,Southern Region,Mangochi,Mangochi,-14.466667,35.266667,pulses and nuts,Beans,KG,actual,Retail,MWK,763.23,0.7432
2018-12-15,Southern Region,Mangochi,Mangochi,-14.466667,35.266667,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,875.08,0.8522
2018-12-15,Southern Region,Mulanje,Chinakanaka,-16.042322158813477,35.35363006591797,cereals and tubers,Maize,KG,aggregate,Retail,MWK,173.23,0.1687
2018-12-15,Southern Region,Mulanje,Chitakale,-16.009740829467773,35.491180419921875,cereals and tubers,Maize,KG,aggregate,Retail,MWK,169.03,0.1646
2018-12-15,Southern Region,Mulanje,Limbuli,-16.074100494384766,35.71350860595703,cereals and tubers,Maize,KG,aggregate,Retail,MWK,171.61,0.1671
2018-12-15,Southern Region,Mulanje,Mulanje,-16.024669647216797,35.50423049926758,cereals and tubers,Maize,KG,aggregate,Retail,MWK,171.29,0.1668
2018-12-15,Southern Region,Mulanje,Muloza,-16.033333,35.5,cereals and tubers,Maize,KG,aggregate,Retail,MWK,172.1,0.1676
2018-12-15,Southern Region,Mulanje,Muloza,-16.033333,35.5,pulses and nuts,Beans,KG,actual,Retail,MWK,900.0,0.8764
2018-12-15,Southern Region,Mwanza,Mwanza,-15.616667,34.516667,cereals and tubers,Maize,KG,aggregate,Retail,MWK,179.03,0.1743
2018-12-15,Southern Region,Neno,Neno,-15.4,34.65,cereals and tubers,Maize,KG,aggregate,Retail,MWK,158.79,0.1546
2018-12-15,Southern Region,Nsanje,Bangula,-16.55,35.133333,cereals and tubers,Maize,KG,aggregate,Retail,MWK,147.42,0.1436
2018-12-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize,KG,aggregate,Retail,MWK,168.44,0.164
2018-12-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Maize (white),KG,actual,Retail,SOS,5983.0,10.517
2018-12-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Rice (imported),KG,actual,Retail,SOS,14250.0,25.0487
2018-12-15,Southern Region,Nsanje,Marka,-17.12006950378418,35.22654342651367,cereals and tubers,Sorghum (red),KG,actual,Retail,SOS,7300.0,12.832
2018-12-15,Southern Region,Nsanje,Mtowe,-17.08559,35.21529,cereals and tubers,Maize,KG,aggregate,Retail,MWK,164.48,0.1602
2018-12-15,Southern Region,Nsanje,Ngabu,-16.966667,35.216667,cereals and tubers,Maize,KG,aggregate,Retail,MWK,175.81,0.1712
2018-12-15,Southern Region,Nsanje,Nsanje,-16.916669845581055,35.26667022705078,cereals and tubers,Rice,KG,actual,Retail,MWK,600.0,0.5843
2018-12-15,Southern Region,Nsanje,Sorgin,-16.5431813,35.0129799,cereals and tubers,Maize,KG,aggregate,Retail,MWK,162.42,0.1582
2018-12-15,Southern Region,Nsanje,Thekelani,-16.341167449951172,35.099361419677734,cereals and tubers,Maize,KG,aggregate,Retail,MWK,165.08,0.1608
2018-12-15,Southern Region,Phalombe,Chilinga,-15.776999473571777,35.7664909362793,cereals and tubers,Maize,KG,aggregate,Retail,MWK,162.26,0.158
2018-12-15,Southern Region,Phalombe,Migowi,-15.720999717712402,35.68389129638672,cereals and tubers,Maize,KG,aggregate,Retail,MWK,177.5,0.1729
2018-12-15,Southern Region,Phalombe,Phalombe,-15.8,35.65,cereals and tubers,Rice,KG,actual,Retail,MWK,600.0,0.5843
2018-12-15,Southern Region,Thyolo,Luncheza,-16.018423,35.314266,cereals and tubers,Maize,KG,aggregate,Retail,MWK,164.52,0.1602
2018-12-15,Southern Region,Thyolo,Thyolo,-16.06753158569336,35.145530700683594,cereals and tubers,Maize,KG,aggregate,Retail,MWK,167.42,0.163
2018-12-15,Southern Region,Zomba,Chinamwali,-15.381312370300293,35.367008209228516,cereals and tubers,Maize,KG,aggregate,Retail,MWK,171.45,0.167
2018-12-15,Southern Region,Zomba,Jali,-15.5,35.45,cereals and tubers,Maize,KG,aggregate,Retail,MWK,167.9,0.1635
2018-12-15,Southern Region,Zomba,Mayaka,-15.516030311584473,35.29859161376953,cereals and tubers,Maize,KG,aggregate,Retail,MWK,160.97,0.1568
2018-12-15,Southern Region,Zomba,Mulomba,-15.520620346069336,35.5206184387207,cereals and tubers,Maize,KG,aggregate,Retail,MWK,173.06,0.1685
2018-12-15,Southern Region,Zomba,Songani,-15.280634880065918,35.288978576660156,cereals and tubers,Maize,KG,aggregate,Retail,MWK,170.0,0.1655
2018-12-15,Southern Region,Zomba,Thondwe,-15.5,35.45,cereals and tubers,Maize,KG,aggregate,Retail,MWK,151.94,0.148
2019-01-15,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,MWK,874.0,0.8511
2019-01-15,,,National Average,,,non-food,"Fuel (kerosene, paraffin)",L,actual,Retail,MWK,710.5,0.6919
2019-01-15,,,National Average,,,non-food,Fuel (petrol),L,actual,Retail,MWK,868.0,0.8453
2019-01-15,Central Region,Dedza,Nsikawanjala,-14.388569831848145,34.33562088012695,cereals and tubers,Maize,KG,aggregate,Retail,MWK,184.19,0.1794
2019-01-15,Central Region,Dedza,Ntakataka,-14.215145,34.511196,cereals and tubers,Maize,KG,aggregate,Retail,MWK,210.97,0.2054
2019-01-15,Central Region,Dowa,Dzaleka,-13.6587,33.8714,cereals and tubers,Maize,KG,aggregate,Retail,MWK,196.13,0.191
2019-01-15,Central Region,Dowa,Mponela,-13.516667,33.716667,cereals and tubers,Maize,KG,aggregate,Retail,MWK,180.65,0.1759
2019-01-15,Central Region,Dowa,Nambuma,-13.7035199999999,33.5976299999999,cereals and tubers,Maize,KG,aggregate,Retail,MWK,180.65,0.1759
2019-01-15,Central Region,Dowa,Nsungwi,-13.529999732971191,33.46099853515625,cereals and tubers,Maize,KG,aggregate,Retail,MWK,194.19,0.1891
2019-01-15,Central Region,Kasungu,Chatoloma,-13.316667,33.483333,cereals and tubers,Rice,KG,actual,Retail,MWK,750.0,0.7304
2019-01-15,Central Region,Kasungu,Chatoloma,-13.316667,33.483333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,512.5,0.4991
2019-01-15,Central Region,Kasungu,Kasungu,-13.033333,33.483333,cereals and tubers,Maize,KG,aggregate,Retail,MWK,189.35,0.1844
2019-01-15,Central Region,Kasungu,Nkhamenya,-12.566667,33.516667,cereals and tubers,Maize,KG,aggregate,Retail,MWK,176.77,0.1721
2019-01-15,Central Region,Lilongwe,Area 23,-14.031000137329102,33.48590087890625,cereals and tubers,Maize,KG,aggregate,Retail,MWK,189.68,0.1847
2019-01-15,Central Region,Lilongwe,Kamwendo,-13.816699981689453,34.016700744628906,cereals and tubers,Maize,KG,aggregate,Retail,MWK,179.03,0.1743
2019-01-15,Central Region,Lilongwe,Mitundu,-14.25,33.766667,cereals and tubers,Maize,KG,actual,Retail,MWK,165.25,0.1609
2019-01-15,Central Region,Lilongwe,Mitundu,-14.25,33.766667,cereals and tubers,Rice,KG,actual,Retail,MWK,783.82,0.7633
2019-01-15,Central Region,Lilongwe,Mitundu,-14.25,33.766667,pulses and nuts,Beans,KG,actual,Retail,MWK,907.11,0.8833
2019-01-15,Central Region,Lilongwe,Mitundu,-14.25,33.766667,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,599.43,0.5837
2019-01-15,Central Region,Lilongwe City,Lilongwe,-13.983333,33.783333,cereals and tubers,Maize,KG,actual,Retail,MWK,140.0,0.1363
2019-01-15,Central Region,Lilongwe City,Lilongwe,-13.983333,33.783333,cereals and tubers,Rice,KG,actual,Retail,MWK,900.0,0.8764
2019-01-15,Central Region,Lilongwe City,Lilongwe,-13.983333,33.783333,pulses and nuts,Beans,KG,actual,Retail,MWK,863.51,0.8409
2019-01-15,Central Region,Lilongwe City,Lilongwe,-13.983333,33.783333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,800.0,0.779
2019-01-15,Central Region,Mchinji,Mchinji,-13.8,32.9,cereals and tubers,Maize,KG,aggregate,Retail,MWK,181.29,0.1765
2019-01-15,Central Region,Mchinji,Waliranji,-13.97802734375,33.275508880615234,cereals and tubers,Maize,KG,aggregate,Retail,MWK,183.55,0.1787
2019-01-15,Central Region,Nkhotakota,Mwansambo,-13.3,34.116667,cereals and tubers,Maize,KG,actual,Retail,MWK,183.33,0.1785
2019-01-15,Central Region,Nkhotakota,Mwansambo,-13.3,34.116667,cereals and tubers,Rice,KG,actual,Retail,MWK,700.0,0.6817
2019-01-15,Central Region,Nkhotakota,Mwansambo,-13.3,34.116667,pulses and nuts,Beans,KG,actual,Retail,MWK,925.0,0.9008
2019-01-15,Central Region,Nkhotakota,Nkhotakota,-12.916667,34.3,cereals and tubers,Maize,KG,aggregate,Retail,MWK,192.9,0.1879
2019-01-15,Central Region,Ntcheu,Chimbiya,-15.08,34.58,cereals and tubers,Maize,KG,aggregate,Retail,MWK,181.94,0.1772
2019-01-15,Central Region,Ntcheu,Golomoti,-14.425826072692871,34.59315872192383,cereals and tubers,Maize,KG,aggregate,Retail,MWK,210.97,0.2054
2019-01-15,Central Region,Ntcheu,Kambilonje,-14.999959945678711,34.67369079589844,cereals and tubers,Maize,KG,aggregate,Retail,MWK,179.19,0.1745
2019-01-15,Central Region,Ntcheu,Ntcheu,-14.816667,34.633333,cereals and tubers,Rice,KG,actual,Retail,MWK,700.0,0.6817
2019-01-15,Central Region,Ntcheu,Ntcheu,-14.816667,34.633333,pulses and nuts,Beans,KG,actual,Retail,MWK,823.84,0.8023
2019-01-15,Central Region,Ntcheu,Ntcheu,-14.816667,34.633333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,470.06,0.4577
2019-01-15,Central Region,Ntcheu,Tsangano turn off,-14.816667,34.633333,cereals and tubers,Maize,KG,actual,Retail,MWK,149.21,0.1453
2019-01-15,Central Region,Ntcheu,Tsangano turn off,-14.816667,34.633333,cereals and tubers,Rice,KG,actual,Retail,MWK,722.98,0.704
2019-01-15,Central Region,Ntchisi,Kamsonga,-13.280360221862793,33.7965202331543,cereals and tubers,Maize,KG,aggregate,Retail,MWK,170.97,0.1665
2019-01-15,Central Region,Ntchisi,Khuwi,-13.4329395294189,33.8300018310547,cereals and tubers,Maize,KG,aggregate,Retail,MWK,179.03,0.1743
2019-01-15,Central Region,Ntchisi,Malomo,-13.15,33.833333,cereals and tubers,Maize,KG,aggregate,Retail,MWK,173.23,0.1687
2019-01-15,Central Region,Ntchisi,Nsundwe,-13.383333,33.95,cereals and tubers,Maize,KG,aggregate,Retail,MWK,196.77,0.1916
2019-01-15,Central Region,Ntchisi,Ntchisi,-13.366669654846191,33.91835021972656,cereals and tubers,Maize,KG,aggregate,Retail,MWK,181.29,0.1765
2019-01-15,Central Region,Salima,Kamuzu Road,-13.770939826965332,34.4400634765625,cereals and tubers,Maize,KG,aggregate,Retail,MWK,215.65,0.21
2019-01-15,Central Region,Salima,Salima,-13.783333,34.433333,cereals and tubers,Maize,KG,actual,Retail,MWK,171.89,0.1674
2019-01-15,Central Region,Salima,Salima,-13.783333,34.433333,cereals and tubers,Rice,KG,actual,Retail,MWK,650.27,0.6332
2019-01-15,Central Region,Salima,Salima,-13.783333,34.433333,pulses and nuts,Beans,KG,actual,Retail,MWK,750.0,0.7304
2019-01-15,Central Region,Salima,Salima,-13.783333,34.433333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,651.49,0.6344
2019-01-15,Central Region,Salima,Thavite,-13.497777938842773,34.26166534423828,cereals and tubers,Maize,KG,aggregate,Retail,MWK,209.03,0.2036
2019-01-15,Northern Region,Chitipa,Chitipa,-9.716667,33.266667,cereals and tubers,Maize,KG,aggregate,Retail,MWK,145.0,0.1412
2019-01-15,Northern Region,Chitipa,Kameme,-9.570322036743164,33.09151840209961,cereals and tubers,Maize,KG,aggregate,Retail,MWK,142.5,0.1388
2019-01-15,Northern Region,Chitipa,Nthalire,-10.35,33.65,cereals and tubers,Maize,KG,aggregate,Retail,MWK,129.68,0.1263
2019-01-15,Northern Region,Karonga,Karonga,-9.933333,33.933333,cereals and tubers,Rice,KG,actual,Retail,MWK,711.72,0.6931
2019-01-15,Northern Region,Karonga,Karonga,-9.933333,33.933333,pulses and nuts,Beans,KG,actual,Retail,MWK,725.31,0.7063
2019-01-15,Northern Region,Karonga,Karonga,-9.933333,33.933333,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,819.33,0.7979
2019-01-15,Northern Region,Karonga,Uliwa,-10.453280448913574,34.208961486816406,cereals and tubers,Maize,KG,aggregate,Retail,MWK,185.97,0.1811
2019-01-15,Northern Region,Mzimba,Embangweni,-12.166667,33.466667,cereals and tubers,Maize,KG,actual,Retail,MWK,163.61,0.1593
2019-01-15,Northern Region,Mzimba,Embangweni,-12.166667,33.466667,cereals and tubers,Rice,KG,actual,Retail,MWK,768.1,0.748
2019-01-15,Northern Region,Mzimba,Euthin,-11.4509916305542,33.41661071777344,cereals and tubers,Maize,KG,aggregate,Retail,MWK,125.0,0.1217
2019-01-15,Northern Region,Mzimba,Hewe,-11.2,33.466667,cereals and tubers,Maize,KG,actual,Retail,MWK,140.24,0.1366
2019-01-15,Northern Region,Mzimba,Hewe,-11.2,33.466667,cereals and tubers,Rice,KG,actual,Retail,MWK,726.11,0.7071
2019-01-15,Northern Region,Mzimba,Jenda,-12.35,33.55,cereals and tubers,Rice,KG,actual,Retail,MWK,774.66,0.7544
2019-01-15,Northern Region,Mzimba,Jenda,-12.35,33.55,pulses and nuts,Beans,KG,actual,Retail,MWK,689.68,0.6716
2019-01-15,Northern Region,Mzimba,Jenda,-12.35,33.55,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,637.59,0.6209
2019-01-15,Northern Region,Mzimba,Manyamula,-11.93789291381836,33.452239990234375,cereals and tubers,Maize,KG,aggregate,Retail,MWK,150.0,0.1461
2019-01-15,Northern Region,Mzimba,Mzuzu,-11.45,33.916667,cereals and tubers,Cassava,KG,actual,Retail,MWK,305.66,0.2977
2019-01-15,Northern Region,Mzimba,Mzuzu,-11.45,33.916667,cereals and tubers,Maize,KG,actual,Retail,MWK,157.0,0.1529
2019-01-15,Northern Region,Mzimba,Mzuzu,-11.45,33.916667,cereals and tubers,Rice,KG,actual,Retail,MWK,750.19,0.7305
2019-01-15,Northern Region,Mzimba,Mzuzu,-11.45,33.916667,pulses and nuts,Beans,KG,actual,Retail,MWK,1179.3,1.1484
2019-01-15,Northern Region,Mzimba,Mzuzu,-11.45,33.916667,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,589.0,0.5736
2019-01-15,Northern Region,Nkhata Bay,Chintheche,-11.833333,34.166667,pulses and nuts,Beans,KG,actual,Retail,MWK,766.45,0.7464
2019-01-15,Northern Region,Nkhata Bay,Mpamba,-11.5456,34.18918,cereals and tubers,Maize,KG,actual,Retail,MWK,147.18,0.1433
2019-01-15,Northern Region,Nkhata Bay,Mpamba,-11.5456,34.18918,cereals and tubers,Rice,KG,actual,Retail,MWK,785.83,0.7652
2019-01-15,Northern Region,Nkhata Bay,Mpamba,-11.5456,34.18918,pulses and nuts,Beans,KG,actual,Retail,MWK,780.22,0.7598
2019-01-15,Northern Region,Nkhata Bay,Mpamba,-11.5456,34.18918,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,857.64,0.8352
2019-01-15,Northern Region,Nkhata Bay,Nkhata Bay,-11.608197,34.29859,cereals and tubers,Maize,KG,actual,Retail,MWK,160.55,0.1563
2019-01-15,Northern Region,Nkhata Bay,Nkhata Bay,-11.608197,34.29859,cereals and tubers,Rice,KG,actual,Retail,MWK,782.75,0.7622
2019-01-15,Northern Region,Rumphi,Bolero,-10.984586715698242,33.74054718017578,cereals and tubers,Maize,KG,aggregate,Retail,MWK,157.42,0.1533
2019-01-15,Northern Region,Rumphi,Rumphi,-11.016667,33.866667,cereals and tubers,Maize,KG,aggregate,Retail,MWK,151.94,0.148
2019-01-15,Southern Region,Balaka,Balaka,-14.9893798828125,34.95893096923828,cereals and tubers,Rice,KG,actual,Retail,MWK,750.0,0.7304
2019-01-15,Southern Region,Balaka,Balaka,-14.9893798828125,34.95893096923828,pulses and nuts,Beans,KG,actual,Retail,MWK,1050.0,1.0225
2019-01-15,Southern Region,Balaka,Mbela,-14.874414443969727,35.04693603515625,cereals and tubers,Maize,KG,aggregate,Retail,MWK,191.2,0.1862
2019-01-15,Southern Region,Balaka,Phalula,-15.210165977478027,34.89400100708008,cereals and tubers,Maize,KG,aggregate,Retail,MWK,230.74,0.2247
2019-01-15,Southern Region,Balaka,Ulongwe,-14.862801551818848,35.17704772949219,cereals and tubers,Maize,KG,aggregate,Retail,MWK,224.58,0.2187
2019-01-15,Southern Region,Blantyre,Lirangwe,-15.529443740844727,35.029998779296875,cereals and tubers,Maize,KG,aggregate,Retail,MWK,215.56,0.2099
2019-01-15,Southern Region,Blantyre,Lunzu,-15.65,35.05,cereals and tubers,Rice,KG,actual,Retail,MWK,737.76,0.7184
2019-01-15,Southern Region,Blantyre,Lunzu,-15.65,35.05,pulses and nuts,Beans,KG,actual,Retail,MWK,998.33,0.9722
2019-01-15,Southern Region,Blantyre,Lunzu,-15.65,35.05,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,MWK,796.52,0.7757
2019-01-15,Southern Region,Blantyre City,Bvumbwe,-15.783333,35.0,cereals and tubers,Maize,KG,aggregate,Retail,MWK,205.81,0.2004
